Model Name,Column Name,Transaction Value (Count or Avg),Transcation Month (YYYY|MM),IsAnAnomaly,Snapshot Month (YYYYMM)
TABLE_1,Column_1548,2309352.55,2019|09,NO,202104
TABLE_1,Column_1548,2595251.95,2019|10,NO,202104
TABLE_1,Column_1548,2243937.45,2019|11,NO,202104
TABLE_1,Column_1548,2173869.5,2019|12,NO,202104
TABLE_1,Column_1548,2800250,2020|01,NO,202104
TABLE_1,Column_1548,2373299.55,2020|02,NO,202104
TABLE_1,Column_1548,2002553.425,2020|03,NO,202104
TABLE_1,Column_1548,1500585.875,2020|04,NO,202104
TABLE_1,Column_1548,1881176.375,2020|05,NO,202104
TABLE_1,Column_1548,2628521.25,2020|06,NO,202104
TABLE_1,Column_1548,2641996.75,2020|07,NO,202104
TABLE_1,Column_1548,2362731.5,2020|08,NO,202104
TABLE_1,Column_1548,2712018.7,2020|09,NO,202104
TABLE_1,Column_1548,2723852.2,2020|10,NO,202104
TABLE_1,Column_1548,2315406.95,2020|11,NO,202104
TABLE_1,Column_1548,2344497.7,2020|12,NO,202104
TABLE_1,Column_1548,1461233.2,2021|01,NO,202104
TABLE_1,Column_1548,0,2021|02,NO,202104
TABLE_1,Column_1548,0,2016|01,NA,202103
TABLE_1,Column_1548,0,2016|02,NA,202103
TABLE_1,Column_1548,0,2016|03,NA,202103
TABLE_1,Column_1548,0,2016|04,NA,202103
TABLE_1,Column_1548,0,2016|05,NA,202103
TABLE_1,Column_1548,0,2016|06,NA,202103
TABLE_1,Column_1548,0,2016|07,NA,202103
TABLE_1,Column_1548,0,2016|08,NA,202103
TABLE_1,Column_1548,0,2016|09,NA,202103
TABLE_1,Column_1548,0,2016|10,NA,202103
TABLE_1,Column_1548,0,2016|11,NA,202103
TABLE_1,Column_1548,0,2016|12,NA,202103
TABLE_1,Column_1548,1908546.9,2017|01,NA,202103
TABLE_1,Column_1548,1573907.9,2017|02,NA,202103
TABLE_1,Column_1548,1976305.6,2017|03,NA,202103
TABLE_1,Column_1548,1893845.8,2017|04,NA,202103
TABLE_1,Column_1548,1938319.8,2017|05,NA,202103
TABLE_1,Column_1548,1967575.1,2017|06,NA,202103
TABLE_1,Column_1548,1773440,2017|07,NA,202103
TABLE_1,Column_1548,1878957.2,2017|08,NA,202103
TABLE_1,Column_1548,1889369.4,2017|09,NA,202103
TABLE_1,Column_1548,1979681.6,2017|10,NA,202103
TABLE_1,Column_1548,2006975.4,2017|11,NA,202103
TABLE_1,Column_1548,1794227.8,2017|12,NA,202103
TABLE_1,Column_1548,2022001.2,2018|01,NA,202103
TABLE_1,Column_1548,1795106.175,2018|02,NA,202103
TABLE_1,Column_1548,2004613.6,2018|03,NA,202103
TABLE_1,Column_1548,2005360.6,2018|04,NA,202103
TABLE_1,Column_1548,2249082.25,2018|05,NA,202103
TABLE_1,Column_1548,1974550.1,2018|06,NA,202103
TABLE_1,Column_1548,1832846.775,2018|07,NA,202103
TABLE_1,Column_1548,2023072.1,2018|08,NA,202103
TABLE_1,Column_1548,1851649.9,2018|09,NA,202103
TABLE_1,Column_1548,2294492.5,2018|10,NA,202103
TABLE_1,Column_1548,2165211.45,2018|11,NA,202103
TABLE_1,Column_1548,2023760.1,2018|12,NA,202103
TABLE_1,Column_1548,2554142.75,2019|01,NA,202103
TABLE_1,Column_1548,2085294.625,2019|02,NA,202103
TABLE_1,Column_1548,2356522.95,2019|03,NA,202103
TABLE_1,Column_1548,2484077.75,2019|04,NA,202103
TABLE_1,Column_1548,2507576.8,2019|05,NA,202103
TABLE_1,Column_1548,2375172.7,2019|06,NA,202103
TABLE_1,Column_1548,2355775.75,2019|07,NA,202103
TABLE_1,Column_1548,2261304.75,2019|08,NA,202103
TABLE_1,Column_1548,2309033.8,2019|09,NA,202103
TABLE_1,Column_1548,2594377.25,2019|10,NA,202103
TABLE_1,Column_1548,2242251.3,2019|11,NA,202103
TABLE_1,Column_1548,2171992,2019|12,NA,202103
TABLE_1,Column_1548,2797740.5,2020|01,NA,202103
TABLE_1,Column_1548,2369176.8,2020|02,NA,202103
TABLE_1,Column_1548,1999296.775,2020|03,NA,202103
TABLE_1,Column_1548,1499649.5,2020|04,NA,202103
TABLE_1,Column_1548,1879470.025,2020|05,NA,202103
TABLE_1,Column_1548,2626169.5,2020|06,NA,202103
TABLE_1,Column_1548,2637499,2020|07,NA,202103
TABLE_1,Column_1548,2351822,2020|08,NA,202103
TABLE_1,Column_1548,2697084.3,2020|09,NA,202103
TABLE_1,Column_1548,2690827.3,2020|10,NA,202103
TABLE_1,Column_1548,2237659.2,2020|11,NA,202103
TABLE_1,Column_1548,1612886.2,2020|12,NA,202103
TABLE_1,Column_1548,0,2021|01,NA,202103
TABLE_1,Column_1548,0,2015|12,NA,202102
TABLE_1,Column_1548,0,2016|01,NA,202102
TABLE_1,Column_1548,0,2016|02,NA,202102
TABLE_1,Column_1548,0,2016|03,NA,202102
TABLE_1,Column_1548,0,2016|04,NA,202102
TABLE_1,Column_1548,0,2016|05,NA,202102
TABLE_1,Column_1548,0,2016|06,NA,202102
TABLE_1,Column_1548,0,2016|07,NA,202102
TABLE_1,Column_1548,0,2016|08,NA,202102
TABLE_1,Column_1548,0,2016|09,NA,202102
TABLE_1,Column_1548,0,2016|10,NA,202102
TABLE_1,Column_1548,0,2016|11,NA,202102
TABLE_1,Column_1548,0,2016|12,NA,202102
TABLE_1,Column_1548,1908546.9,2017|01,NA,202102
TABLE_1,Column_1548,1573907.9,2017|02,NA,202102
TABLE_1,Column_1548,1976305.6,2017|03,NA,202102
TABLE_1,Column_1548,1893845.8,2017|04,NA,202102
TABLE_1,Column_1548,1938319.8,2017|05,NA,202102
TABLE_1,Column_1548,1967575.1,2017|06,NA,202102
TABLE_1,Column_1548,1773440,2017|07,NA,202102
TABLE_1,Column_1548,1878957.2,2017|08,NA,202102
TABLE_1,Column_1548,1889369.4,2017|09,NA,202102
TABLE_1,Column_1548,1979681.6,2017|10,NA,202102
TABLE_1,Column_1548,2006975.4,2017|11,NA,202102
TABLE_1,Column_1548,1794227.8,2017|12,NA,202102
TABLE_1,Column_1548,2022001.2,2018|01,NA,202102
TABLE_1,Column_1548,1794884.75,2018|02,NA,202102
TABLE_1,Column_1548,2004613.625,2018|03,NA,202102
TABLE_1,Column_1548,2005360.6,2018|04,NA,202102
TABLE_1,Column_1548,2248721.5,2018|05,NA,202102
TABLE_1,Column_1548,1974550.175,2018|06,NA,202102
TABLE_1,Column_1548,1832807.4,2018|07,NA,202102
TABLE_1,Column_1548,2023072.125,2018|08,NA,202102
TABLE_1,Column_1548,1851612.35,2018|09,NA,202102
TABLE_1,Column_1548,2294391,2018|10,NA,202102
TABLE_1,Column_1548,2164499.25,2018|11,NA,202102
TABLE_1,Column_1548,2022959.675,2018|12,NA,202102
TABLE_1,Column_1548,2553766,2019|01,NA,202102
TABLE_1,Column_1548,2084867.5,2019|02,NA,202102
TABLE_1,Column_1548,2355818.2,2019|03,NA,202102
TABLE_1,Column_1548,2482737.5,2019|04,NA,202102
TABLE_1,Column_1548,2506547.75,2019|05,NA,202102
TABLE_1,Column_1548,2374778.3,2019|06,NA,202102
TABLE_1,Column_1548,2352216,2019|07,NA,202102
TABLE_1,Column_1548,2260920.05,2019|08,NA,202102
TABLE_1,Column_1548,2308799.7,2019|09,NA,202102
TABLE_1,Column_1548,2593517,2019|10,NA,202102
TABLE_1,Column_1548,2240421.7,2019|11,NA,202102
TABLE_1,Column_1548,2171261.45,2019|12,NA,202102
TABLE_1,Column_1548,2794696.05,2020|01,NA,202102
TABLE_1,Column_1548,2364565.75,2020|02,NA,202102
TABLE_1,Column_1548,1994433.425,2020|03,NA,202102
TABLE_1,Column_1548,1496523,2020|04,NA,202102
TABLE_1,Column_1548,1871071.375,2020|05,NA,202102
TABLE_1,Column_1548,2619601.5,2020|06,NA,202102
TABLE_1,Column_1548,2625698,2020|07,NA,202102
TABLE_1,Column_1548,2331122.55,2020|08,NA,202102
TABLE_1,Column_1548,2659399.8,2020|09,NA,202102
TABLE_1,Column_1548,2590411.75,2020|10,NA,202102
TABLE_1,Column_1548,1504622.6,2020|11,NA,202102
TABLE_1,Column_1548,0,2020|12,NA,202102
TABLE_1,Column_1574,8693291,2016|02,YES,202104
TABLE_1,Column_1574,9510256,2016|03,YES,202104
TABLE_1,Column_1574,8605913,2016|04,YES,202104
TABLE_1,Column_1574,8605920,2016|05,YES,202104
TABLE_1,Column_1574,9402797,2016|06,YES,202104
TABLE_1,Column_1574,8539787,2016|07,YES,202104
TABLE_1,Column_1574,10189440,2016|08,YES,202104
TABLE_1,Column_1574,9288853,2016|09,YES,202104
TABLE_1,Column_1574,9614780,2016|10,YES,202104
TABLE_1,Column_1574,9308442,2016|11,YES,202104
TABLE_1,Column_1574,9704280,2016|12,YES,202104
TABLE_1,Column_1574,10324394,2017|01,YES,202104
TABLE_1,Column_1574,9682751,2017|02,YES,202104
TABLE_1,Column_1574,10870382,2017|03,YES,202104
TABLE_1,Column_1574,9134880,2017|04,YES,202104
TABLE_1,Column_1574,10468772,2017|05,YES,202104
TABLE_1,Column_1574,10232004,2017|06,YES,202104
TABLE_1,Column_1574,9208501,2017|07,YES,202104
TABLE_1,Column_1574,10787111,2017|08,YES,202104
TABLE_1,Column_1574,9537470,2017|09,YES,202104
TABLE_1,Column_1574,10258827,2017|10,YES,202104
TABLE_1,Column_1574,10237712,2017|11,YES,202104
TABLE_1,Column_1574,9916245,2017|12,YES,202104
TABLE_1,Column_1574,10492694,2018|01,YES,202104
TABLE_1,Column_1574,9461452,2018|02,YES,202104
TABLE_1,Column_1574,10199358,2018|03,YES,202104
TABLE_1,Column_1574,10026629,2018|04,YES,202104
TABLE_1,Column_1574,10601470,2018|05,YES,202104
TABLE_1,Column_1574,9946849,2018|06,YES,202104
TABLE_1,Column_1574,9899801,2018|07,YES,202104
TABLE_1,Column_1574,10944481,2018|08,YES,202104
TABLE_1,Column_1574,9486223,2018|09,YES,202104
TABLE_1,Column_1574,10894715,2018|10,YES,202104
TABLE_1,Column_1574,10080725,2018|11,YES,202104
TABLE_1,Column_1574,9456857,2018|12,YES,202104
TABLE_1,Column_1574,9560132,2019|01,YES,202104
TABLE_1,Column_1574,8385376,2019|02,YES,202104
TABLE_1,Column_1574,9153345,2019|03,YES,202104
TABLE_1,Column_1574,9453292,2019|04,YES,202104
TABLE_1,Column_1574,9413403,2019|05,YES,202104
TABLE_1,Column_1574,8783358,2019|06,YES,202104
TABLE_1,Column_1574,9422778,2019|07,YES,202104
TABLE_1,Column_1574,9305088,2019|08,YES,202104
TABLE_1,Column_1574,8569277,2019|09,YES,202104
TABLE_1,Column_1574,9559356,2019|10,YES,202104
TABLE_1,Column_1574,8814149,2019|11,YES,202104
TABLE_1,Column_1574,8695651,2019|12,YES,202104
TABLE_1,Column_1574,10157863,2020|01,YES,202104
TABLE_1,Column_1574,9529916,2020|02,YES,202104
TABLE_1,Column_1574,7423167,2020|03,YES,202104
TABLE_1,Column_1574,5340227.5,2020|04,YES,202104
TABLE_1,Column_1574,7276273,2020|05,YES,202104
TABLE_1,Column_1574,9196931,2020|06,YES,202104
TABLE_1,Column_1574,9261891,2020|07,YES,202104
TABLE_1,Column_1574,8379172.5,2020|08,YES,202104
TABLE_1,Column_1574,8496360,2020|09,YES,202104
TABLE_1,Column_1574,8800220,2020|10,YES,202104
TABLE_1,Column_1574,7618999,2020|11,YES,202104
TABLE_1,Column_1574,7532965,2020|12,YES,202104
TABLE_1,Column_1574,2212858.8,2021|01,YES,202104
TABLE_1,Column_1574,0,2021|02,YES,202104
TABLE_1,Column_1574,8606159,2016|01,NA,202103
TABLE_1,Column_1574,8693291,2016|02,NA,202103
TABLE_1,Column_1574,9510256,2016|03,NA,202103
TABLE_1,Column_1574,8605913,2016|04,NA,202103
TABLE_1,Column_1574,8605920,2016|05,NA,202103
TABLE_1,Column_1574,9402797,2016|06,NA,202103
TABLE_1,Column_1574,8539787,2016|07,NA,202103
TABLE_1,Column_1574,10189440,2016|08,NA,202103
TABLE_1,Column_1574,9288853,2016|09,NA,202103
TABLE_1,Column_1574,9614780,2016|10,NA,202103
TABLE_1,Column_1574,9308442,2016|11,NA,202103
TABLE_1,Column_1574,9704280,2016|12,NA,202103
TABLE_1,Column_1574,11347010,2017|01,NA,202103
TABLE_1,Column_1574,10294393,2017|02,NA,202103
TABLE_1,Column_1574,11714545,2017|03,NA,202103
TABLE_1,Column_1574,9877848,2017|04,NA,202103
TABLE_1,Column_1574,11413482,2017|05,NA,202103
TABLE_1,Column_1574,10936558,2017|06,NA,202103
TABLE_1,Column_1574,9852970,2017|07,NA,202103
TABLE_1,Column_1574,11556906,2017|08,NA,202103
TABLE_1,Column_1574,10192834,2017|09,NA,202103
TABLE_1,Column_1574,11221245,2017|10,NA,202103
TABLE_1,Column_1574,10912378,2017|11,NA,202103
TABLE_1,Column_1574,10635797,2017|12,NA,202103
TABLE_1,Column_1574,11130558,2018|01,NA,202103
TABLE_1,Column_1574,10024684,2018|02,NA,202103
TABLE_1,Column_1574,10823590,2018|03,NA,202103
TABLE_1,Column_1574,10546243,2018|04,NA,202103
TABLE_1,Column_1574,11130465,2018|05,NA,202103
TABLE_1,Column_1574,10462915,2018|06,NA,202103
TABLE_1,Column_1574,10436838,2018|07,NA,202103
TABLE_1,Column_1574,11429105,2018|08,NA,202103
TABLE_1,Column_1574,9861485,2018|09,NA,202103
TABLE_1,Column_1574,11491144,2018|10,NA,202103
TABLE_1,Column_1574,10482917,2018|11,NA,202103
TABLE_1,Column_1574,9837552,2018|12,NA,202103
TABLE_1,Column_1574,9815280,2019|01,NA,202103
TABLE_1,Column_1574,8601489,2019|02,NA,202103
TABLE_1,Column_1574,9469238,2019|03,NA,202103
TABLE_1,Column_1574,9745355,2019|04,NA,202103
TABLE_1,Column_1574,9689535,2019|05,NA,202103
TABLE_1,Column_1574,8979237,2019|06,NA,202103
TABLE_1,Column_1574,9709465,2019|07,NA,202103
TABLE_1,Column_1574,9488170,2019|08,NA,202103
TABLE_1,Column_1574,8737563,2019|09,NA,202103
TABLE_1,Column_1574,9930698,2019|10,NA,202103
TABLE_1,Column_1574,9129342,2019|11,NA,202103
TABLE_1,Column_1574,8836248,2019|12,NA,202103
TABLE_1,Column_1574,10161878,2020|01,NA,202103
TABLE_1,Column_1574,9514939,2020|02,NA,202103
TABLE_1,Column_1574,7375739.5,2020|03,NA,202103
TABLE_1,Column_1574,5321245,2020|04,NA,202103
TABLE_1,Column_1574,7251213,2020|05,NA,202103
TABLE_1,Column_1574,9130968,2020|06,NA,202103
TABLE_1,Column_1574,9095518,2020|07,NA,202103
TABLE_1,Column_1574,8202841.5,2020|08,NA,202103
TABLE_1,Column_1574,8293611.5,2020|09,NA,202103
TABLE_1,Column_1574,8489241,2020|10,NA,202103
TABLE_1,Column_1574,7115078.5,2020|11,NA,202103
TABLE_1,Column_1574,3786664.5,2020|12,NA,202103
TABLE_1,Column_1574,0,2021|01,NA,202103
TABLE_1,Column_1574,0,2015|12,NA,202102
TABLE_1,Column_1574,8606159,2016|01,NA,202102
TABLE_1,Column_1574,8693291,2016|02,NA,202102
TABLE_1,Column_1574,9510256,2016|03,NA,202102
TABLE_1,Column_1574,8605913,2016|04,NA,202102
TABLE_1,Column_1574,8605920,2016|05,NA,202102
TABLE_1,Column_1574,9402797,2016|06,NA,202102
TABLE_1,Column_1574,8539787,2016|07,NA,202102
TABLE_1,Column_1574,10189440,2016|08,NA,202102
TABLE_1,Column_1574,9288853,2016|09,NA,202102
TABLE_1,Column_1574,9614780,2016|10,NA,202102
TABLE_1,Column_1574,9308442,2016|11,NA,202102
TABLE_1,Column_1574,9704280,2016|12,NA,202102
TABLE_1,Column_1574,10323838,2017|01,NA,202102
TABLE_1,Column_1574,9681667,2017|02,NA,202102
TABLE_1,Column_1574,10870041,2017|03,NA,202102
TABLE_1,Column_1574,9133428,2017|04,NA,202102
TABLE_1,Column_1574,10467581,2017|05,NA,202102
TABLE_1,Column_1574,10231423,2017|06,NA,202102
TABLE_1,Column_1574,9207958,2017|07,NA,202102
TABLE_1,Column_1574,10786396,2017|08,NA,202102
TABLE_1,Column_1574,9537376,2017|09,NA,202102
TABLE_1,Column_1574,10257947,2017|10,NA,202102
TABLE_1,Column_1574,10235943,2017|11,NA,202102
TABLE_1,Column_1574,9916067,2017|12,NA,202102
TABLE_1,Column_1574,10491845,2018|01,NA,202102
TABLE_1,Column_1574,9460946,2018|02,NA,202102
TABLE_1,Column_1574,10199129,2018|03,NA,202102
TABLE_1,Column_1574,10026629,2018|04,NA,202102
TABLE_1,Column_1574,10600649,2018|05,NA,202102
TABLE_1,Column_1574,9946737,2018|06,NA,202102
TABLE_1,Column_1574,9897330,2018|07,NA,202102
TABLE_1,Column_1574,10944481,2018|08,NA,202102
TABLE_1,Column_1574,9486223,2018|09,NA,202102
TABLE_1,Column_1574,10893644,2018|10,NA,202102
TABLE_1,Column_1574,10080320,2018|11,NA,202102
TABLE_1,Column_1574,9455921,2018|12,NA,202102
TABLE_1,Column_1574,9558612,2019|01,NA,202102
TABLE_1,Column_1574,8382819,2019|02,NA,202102
TABLE_1,Column_1574,9151121,2019|03,NA,202102
TABLE_1,Column_1574,9447926,2019|04,NA,202102
TABLE_1,Column_1574,9413403,2019|05,NA,202102
TABLE_1,Column_1574,8781095,2019|06,NA,202102
TABLE_1,Column_1574,9420699,2019|07,NA,202102
TABLE_1,Column_1574,9305631,2019|08,NA,202102
TABLE_1,Column_1574,8522520,2019|09,NA,202102
TABLE_1,Column_1574,9551192,2019|10,NA,202102
TABLE_1,Column_1574,8794886,2019|11,NA,202102
TABLE_1,Column_1574,8634643,2019|12,NA,202102
TABLE_1,Column_1574,10095564,2020|01,NA,202102
TABLE_1,Column_1574,9429496,2020|02,NA,202102
TABLE_1,Column_1574,7310094.5,2020|03,NA,202102
TABLE_1,Column_1574,5071183,2020|04,NA,202102
TABLE_1,Column_1574,7162228.5,2020|05,NA,202102
TABLE_1,Column_1574,8967171,2020|06,NA,202102
TABLE_1,Column_1574,8858638,2020|07,NA,202102
TABLE_1,Column_1574,7943877,2020|08,NA,202102
TABLE_1,Column_1574,7758757,2020|09,NA,202102
TABLE_1,Column_1574,7799780,2020|10,NA,202102
TABLE_1,Column_1574,3333824,2020|11,NA,202102
TABLE_1,Column_1574,0,2020|12,NA,202102
TABLE_1,Column_1599,0,2016|02,NO,202104
TABLE_1,Column_1599,0,2016|03,NO,202104
TABLE_1,Column_1599,0,2016|04,NO,202104
TABLE_1,Column_1599,0,2016|05,NO,202104
TABLE_1,Column_1599,0,2016|06,NO,202104
TABLE_1,Column_1599,0,2016|07,NO,202104
TABLE_1,Column_1599,0,2016|08,NO,202104
TABLE_1,Column_1599,0,2016|09,NO,202104
TABLE_1,Column_1599,0,2016|10,NO,202104
TABLE_1,Column_1599,0,2016|11,NO,202104
TABLE_1,Column_1599,0,2016|12,NO,202104
TABLE_1,Column_1599,0,2017|01,NO,202104
TABLE_1,Column_1599,0,2017|02,NO,202104
TABLE_1,Column_1599,0,2017|03,NO,202104
TABLE_1,Column_1599,0,2017|04,NO,202104
TABLE_1,Column_1599,0,2017|05,NO,202104
TABLE_1,Column_1599,0,2017|06,NO,202104
TABLE_1,Column_1599,0,2017|07,NO,202104
TABLE_1,Column_1599,0,2017|08,NO,202104
TABLE_1,Column_1599,0,2017|09,NO,202104
TABLE_1,Column_1599,0,2017|10,NO,202104
TABLE_1,Column_1599,0,2017|11,NO,202104
TABLE_1,Column_1599,0,2017|12,NO,202104
TABLE_1,Column_1599,0,2018|01,NO,202104
TABLE_1,Column_1599,0,2018|02,NO,202104
TABLE_1,Column_1599,0,2018|03,NO,202104
TABLE_1,Column_1599,0,2018|04,NO,202104
TABLE_1,Column_1599,0,2018|05,NO,202104
TABLE_1,Column_1599,0,2018|06,NO,202104
TABLE_1,Column_1599,0,2018|07,NO,202104
TABLE_1,Column_1599,0,2018|08,NO,202104
TABLE_1,Column_1599,0,2018|09,NO,202104
TABLE_1,Column_1599,0,2018|10,NO,202104
TABLE_1,Column_1599,0,2018|11,NO,202104
TABLE_1,Column_1599,0,2018|12,NO,202104
TABLE_1,Column_1599,0,2019|01,NO,202104
TABLE_1,Column_1599,0,2019|02,NO,202104
TABLE_1,Column_1599,0,2019|03,NO,202104
TABLE_1,Column_1599,0,2019|04,NO,202104
TABLE_1,Column_1599,0,2019|05,NO,202104
TABLE_1,Column_1599,0,2019|06,NO,202104
TABLE_1,Column_1599,0,2019|07,NO,202104
TABLE_1,Column_1599,0,2019|08,NO,202104
TABLE_1,Column_1599,0,2019|09,NO,202104
TABLE_1,Column_1599,0,2019|10,NO,202104
TABLE_1,Column_1599,0,2019|11,NO,202104
TABLE_1,Column_1599,0,2019|12,NO,202104
TABLE_1,Column_1599,0,2020|01,NO,202104
TABLE_1,Column_1599,0,2020|02,NO,202104
TABLE_1,Column_1599,0,2020|03,NO,202104
TABLE_1,Column_1599,0,2020|04,NO,202104
TABLE_1,Column_1599,0,2020|05,NO,202104
TABLE_1,Column_1599,0,2020|06,NO,202104
TABLE_1,Column_1599,0,2020|07,NO,202104
TABLE_1,Column_1599,0,2020|08,NO,202104
TABLE_1,Column_1599,0,2020|09,NO,202104
TABLE_1,Column_1599,0,2020|10,NO,202104
TABLE_1,Column_1599,0,2020|11,NO,202104
TABLE_1,Column_1599,0,2020|12,NO,202104
TABLE_1,Column_1599,0,2021|01,NO,202104
TABLE_1,Column_1599,0,2021|02,NO,202104
TABLE_1,Column_1599,0,2016|01,NA,202103
TABLE_1,Column_1599,0,2016|02,NA,202103
TABLE_1,Column_1599,0,2016|03,NA,202103
TABLE_1,Column_1599,0,2016|04,NA,202103
TABLE_1,Column_1599,0,2016|05,NA,202103
TABLE_1,Column_1599,0,2016|06,NA,202103
TABLE_1,Column_1599,0,2016|07,NA,202103
TABLE_1,Column_1599,0,2016|08,NA,202103
TABLE_1,Column_1599,0,2016|09,NA,202103
TABLE_1,Column_1599,0,2016|10,NA,202103
TABLE_1,Column_1599,0,2016|11,NA,202103
TABLE_1,Column_1599,0,2016|12,NA,202103
TABLE_1,Column_1599,0,2017|01,NA,202103
TABLE_1,Column_1599,0,2017|02,NA,202103
TABLE_1,Column_1599,0,2017|03,NA,202103
TABLE_1,Column_1599,0,2017|04,NA,202103
TABLE_1,Column_1599,0,2017|05,NA,202103
TABLE_1,Column_1599,0,2017|06,NA,202103
TABLE_1,Column_1599,0,2017|07,NA,202103
TABLE_1,Column_1599,0,2017|08,NA,202103
TABLE_1,Column_1599,0,2017|09,NA,202103
TABLE_1,Column_1599,0,2017|10,NA,202103
TABLE_1,Column_1599,0,2017|11,NA,202103
TABLE_1,Column_1599,0,2017|12,NA,202103
TABLE_1,Column_1599,0,2018|01,NA,202103
TABLE_1,Column_1599,0,2018|02,NA,202103
TABLE_1,Column_1599,0,2018|03,NA,202103
TABLE_1,Column_1599,0,2018|04,NA,202103
TABLE_1,Column_1599,0,2018|05,NA,202103
TABLE_1,Column_1599,0,2018|06,NA,202103
TABLE_1,Column_1599,0,2018|07,NA,202103
TABLE_1,Column_1599,0,2018|08,NA,202103
TABLE_1,Column_1599,0,2018|09,NA,202103
TABLE_1,Column_1599,0,2018|10,NA,202103
TABLE_1,Column_1599,0,2018|11,NA,202103
TABLE_1,Column_1599,0,2018|12,NA,202103
TABLE_1,Column_1599,0,2019|01,NA,202103
TABLE_1,Column_1599,0,2019|02,NA,202103
TABLE_1,Column_1599,0,2019|03,NA,202103
TABLE_1,Column_1599,0,2019|04,NA,202103
TABLE_1,Column_1599,0,2019|05,NA,202103
TABLE_1,Column_1599,0,2019|06,NA,202103
TABLE_1,Column_1599,0,2019|07,NA,202103
TABLE_1,Column_1599,0,2019|08,NA,202103
TABLE_1,Column_1599,0,2019|09,NA,202103
TABLE_1,Column_1599,0,2019|10,NA,202103
TABLE_1,Column_1599,0,2019|11,NA,202103
TABLE_1,Column_1599,0,2019|12,NA,202103
TABLE_1,Column_1599,0,2020|01,NA,202103
TABLE_1,Column_1599,0,2020|02,NA,202103
TABLE_1,Column_1599,0,2020|03,NA,202103
TABLE_1,Column_1599,0,2020|04,NA,202103
TABLE_1,Column_1599,0,2020|05,NA,202103
TABLE_1,Column_1599,0,2020|06,NA,202103
TABLE_1,Column_1599,0,2020|07,NA,202103
TABLE_1,Column_1599,0,2020|08,NA,202103
TABLE_1,Column_1599,0,2020|09,NA,202103
TABLE_1,Column_1599,0,2020|10,NA,202103
TABLE_1,Column_1599,0,2020|11,NA,202103
TABLE_1,Column_1599,0,2020|12,NA,202103
TABLE_1,Column_1599,0,2021|01,NA,202103
TABLE_1,Column_1599,0,2015|12,NA,202102
TABLE_1,Column_1599,0,2016|01,NA,202102
TABLE_1,Column_1599,0,2016|02,NA,202102
TABLE_1,Column_1599,0,2016|03,NA,202102
TABLE_1,Column_1599,0,2016|04,NA,202102
TABLE_1,Column_1599,0,2016|05,NA,202102
TABLE_1,Column_1599,0,2016|06,NA,202102
TABLE_1,Column_1599,0,2016|07,NA,202102
TABLE_1,Column_1599,0,2016|08,NA,202102
TABLE_1,Column_1599,0,2016|09,NA,202102
TABLE_1,Column_1599,0,2016|10,NA,202102
TABLE_1,Column_1599,0,2016|11,NA,202102
TABLE_1,Column_1599,0,2016|12,NA,202102
TABLE_1,Column_1599,0,2017|01,NA,202102
TABLE_1,Column_1599,0,2017|02,NA,202102
TABLE_1,Column_1599,0,2017|03,NA,202102
TABLE_1,Column_1599,0,2017|04,NA,202102
TABLE_1,Column_1599,0,2017|05,NA,202102
TABLE_1,Column_1599,0,2017|06,NA,202102
TABLE_1,Column_1599,0,2017|07,NA,202102
TABLE_1,Column_1599,0,2017|08,NA,202102
TABLE_1,Column_1599,0,2017|09,NA,202102
TABLE_1,Column_1599,0,2017|10,NA,202102
TABLE_1,Column_1599,0,2017|11,NA,202102
TABLE_1,Column_1599,0,2017|12,NA,202102
TABLE_1,Column_1599,0,2018|01,NA,202102
TABLE_1,Column_1599,0,2018|02,NA,202102
TABLE_1,Column_1599,0,2018|03,NA,202102
TABLE_1,Column_1599,0,2018|04,NA,202102
TABLE_1,Column_1599,0,2018|05,NA,202102
TABLE_1,Column_1599,0,2018|06,NA,202102
TABLE_1,Column_1599,0,2018|07,NA,202102
TABLE_1,Column_1599,0,2018|08,NA,202102
TABLE_1,Column_1599,0,2018|09,NA,202102
TABLE_1,Column_1599,0,2018|10,NA,202102
TABLE_1,Column_1599,0,2018|11,NA,202102
TABLE_1,Column_1599,0,2018|12,NA,202102
TABLE_1,Column_1599,0,2019|01,NA,202102
TABLE_1,Column_1599,0,2019|02,NA,202102
TABLE_1,Column_1599,0,2019|03,NA,202102
TABLE_1,Column_1599,0,2019|04,NA,202102
TABLE_1,Column_1599,0,2019|05,NA,202102
TABLE_1,Column_1599,0,2019|06,NA,202102
TABLE_1,Column_1599,0,2019|07,NA,202102
TABLE_1,Column_1599,0,2019|08,NA,202102
TABLE_1,Column_1599,0,2019|09,NA,202102
TABLE_1,Column_1599,0,2019|10,NA,202102
TABLE_1,Column_1599,0,2019|11,NA,202102
TABLE_1,Column_1599,0,2019|12,NA,202102
TABLE_1,Column_1599,0,2020|01,NA,202102
TABLE_1,Column_1599,0,2020|02,NA,202102
TABLE_1,Column_1599,0,2020|03,NA,202102
TABLE_1,Column_1599,0,2020|04,NA,202102
TABLE_1,Column_1599,0,2020|05,NA,202102
TABLE_1,Column_1599,0,2020|06,NA,202102
TABLE_1,Column_1599,0,2020|07,NA,202102
TABLE_1,Column_1599,0,2020|08,NA,202102
TABLE_1,Column_1599,0,2020|09,NA,202102
TABLE_1,Column_1599,0,2020|10,NA,202102
TABLE_1,Column_1599,0,2020|11,NA,202102
